admin_request_id,created_at,completed_at,user_email,category,priority,status,subject,description
ADM-30273,2025-11-03 20:07:32,2025-05-11 09:21:06,staff362@novaedge.com,Badge Access,Medium,Cancelled,"Visitor incoming: Mr. Lee on 2026-01-02 for interview, needs access ca","Visitor incoming: Mr. Lee on 2026-01-02 for interview, needs access card."
ADM-30274,2025-04-24 01:51:12,2025-05-20 05:31:16,staff518@novaedge.com,Stationery,Medium,Cancelled,Travel request: approval for client visit to Mumbai next month.,Travel request: approval for client visit to Mumbai next month.
ADM-30275,2025-09-30 10:18:09,2025-11-10 23:32:12,staff185@novaedge.com,Asset Request,Medium,Completed,New badge access required for Staff 260 to enter building after hours.,New badge access required for Staff 260 to enter building after hours.
ADM-30276,2025-01-09 14:10:05,,staff858@novaedge.com,Meeting Room Booking,High,Open,Requesting an additional monitor for staff858@novaedge.com.,Requesting an additional monitor for staff858@novaedge.com.
ADM-30277,2025-04-04 21:02:11,2025-05-01 21:45:48,staff262@novaedge.com,Meeting Room Booking,Medium,Cancelled,Book meeting room A for 2025-12-21 10:00-11:00 for client meeting.,Book meeting room A for 2025-12-21 10:00-11:00 for client meeting.
ADM-30278,2024-12-15 12:00:31,2025-08-08 06:34:46,staff579@novaedge.com,Meeting Room Booking,Medium,Cancelled,New badge access required for Staff 461 to enter building after hours.,New badge access required for Staff 461 to enter building after hours.
ADM-30279,2025-05-10 16:08:50,,staff511@novaedge.com,Badge Access,Medium,Assigned,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30280,2025-10-26 09:21:29,2025-01-06 06:54:14,staff217@novaedge.com,Travel Request,High,Cancelled,Requesting an additional monitor for staff217@novaedge.com.,Requesting an additional monitor for staff217@novaedge.com.
ADM-30281,2025-11-06 08:23:45,,staff715@novaedge.com,Visitor Request,Medium,Open,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30282,2024-12-14 16:27:45,,staff988@novaedge.com,Visitor Request,Low,Assigned,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30283,2025-01-31 07:45:43,2025-10-06 03:31:33,staff183@novaedge.com,Meeting Room Booking,Medium,Cancelled,New badge access required for Staff 447 to enter building after hours.,New badge access required for Staff 447 to enter building after hours.
ADM-30284,2025-10-23 23:36:42,,staff538@novaedge.com,Visitor Request,Low,Open,"Visitor incoming: Mr. Smith on 2025-12-06 for interview, needs access ","Visitor incoming: Mr. Smith on 2025-12-06 for interview, needs access card."
ADM-30285,2025-04-05 05:03:06,,staff813@novaedge.com,Badge Access,Medium,Assigned,Travel request: approval for client visit to London next month.,Travel request: approval for client visit to London next month.
ADM-30286,2025-07-14 13:23:40,,staff179@novaedge.com,Meeting Room Booking,High,Assigned,"Visitor incoming: Mr. Garcia on 2025-12-31 for interview, needs access","Visitor incoming: Mr. Garcia on 2025-12-31 for interview, needs access card."
ADM-30287,2025-09-25 15:28:58,2024-12-25 15:23:57,staff114@novaedge.com,Travel Request,High,Completed,"Visitor incoming: Mr. Lee on 2025-11-24 for interview, needs access ca","Visitor incoming: Mr. Lee on 2025-11-24 for interview, needs access card."
ADM-30288,2025-07-05 09:06:38,2025-06-13 06:47:08,staff633@novaedge.com,Travel Request,Medium,Completed,"Visitor incoming: Mr. Kumar on 2025-12-31 for interview, needs access ","Visitor incoming: Mr. Kumar on 2025-12-31 for interview, needs access card."
ADM-30289,2025-03-31 23:35:55,,staff530@novaedge.com,Meeting Room Booking,Low,Assigned,"Visitor incoming: Mr. Garcia on 2025-12-29 for interview, needs access","Visitor incoming: Mr. Garcia on 2025-12-29 for interview, needs access card."
ADM-30290,2025-03-04 09:14:12,,staff795@novaedge.com,Stationery,Low,Assigned,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30291,2025-03-22 17:34:24,,staff816@novaedge.com,Stationery,High,Open,New badge access required for Staff 212 to enter building after hours.,New badge access required for Staff 212 to enter building after hours.
ADM-30292,2025-01-17 17:48:17,2025-06-19 07:27:19,staff216@novaedge.com,Asset Request,Medium,Completed,New badge access required for Staff 235 to enter building after hours.,New badge access required for Staff 235 to enter building after hours.
ADM-30293,2025-10-22 12:13:13,2025-10-10 19:44:10,staff391@novaedge.com,Asset Request,Medium,Cancelled,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30294,2025-05-14 08:42:37,,staff191@novaedge.com,Meeting Room Booking,Low,Open,New badge access required for Staff 316 to enter building after hours.,New badge access required for Staff 316 to enter building after hours.
ADM-30295,2025-09-21 01:08:28,,staff748@novaedge.com,Asset Request,High,Open,Book meeting room A for 2025-12-13 10:00-11:00 for client meeting.,Book meeting room A for 2025-12-13 10:00-11:00 for client meeting.
ADM-30296,2025-03-22 03:34:44,2025-08-30 21:27:49,staff664@novaedge.com,Visitor Request,Low,Cancelled,New badge access required for Staff 101 to enter building after hours.,New badge access required for Staff 101 to enter building after hours.
ADM-30297,2025-10-01 05:33:42,2025-02-18 17:12:53,staff107@novaedge.com,Badge Access,Medium,Cancelled,Request to restock A4 paper and markers for the office.,Request to restock A4 paper and markers for the office.
ADM-30298,2025-01-09 03:46:16,,staff104@novaedge.com,Badge Access,High,Assigned,Book meeting room A for 2026-01-11 10:00-11:00 for client meeting.,Book meeting room A for 2026-01-11 10:00-11:00 for client meeting.
ADM-30299,2025-11-04 11:58:42,2025-01-23 11:54:29,staff443@novaedge.com,Stationery,High,Completed,"Visitor incoming: Mr. Garcia on 2025-11-25 for interview, needs access","Visitor incoming: Mr. Garcia on 2025-11-25 for interview, needs access card."
